Row,ic_E,ic_dE
23234,1006.1254,494.59701
23235,374.54028,527.84350
23236,436.13385,523.85003
23237,422.36431,540.98413
23238,489.18551,529.27172
23239,883.85278,462.76666
23240,916.70172,436.57452
23241,932.28741,449.37503
23242,1039.4747,471.56207
23243,1047.2193,464.10873
23244,875.47393,452.45309
23245,1036.6626,474.06008
23246,1050.6981,465.96777
23247,229.55461,474.56710
23248,959.96490,428.51049
23249,880.84704,458.38754
23250,886.46862,460.12832
23251,923.94952,462.05642
23252,865.02117,457.62701
23253,795.79296,452.25213
23254,1048.8595,474.59234
23255,866.81939,454.02960
23256,1016.7993,472.02740
23257,456.12142,521.77514
23258,471.84274,516.81744
23259,1027.2545,482.82470
23260,1044.7148,465.52810
23261,423.66320,509.49853
23262,1042.0513,485.6091
23263,906.37414,442.72967
23264,906.32598,447.00781
23265,402.55651,536.35845
23266,876.48388,454.34756
23267,1042.6273,499.87222
23268,421.20123,524.71777
23269,1037.1165,493.73352
23270,1031.8183,473.29385
23271,909.85717,439.99920
23272,843.06958,448.01959
23273,925.02954,458.14645
23274,954.60626,450.84442
23275,1045.2502,477.99963
23276,431.09320,534.10809
23277,401.01123,548.65704
23278,363.32385,536.45605
23279,878.84808,455.11108
23280,1069.6345,473.71096
23281,904.25299,455.29165
23282,1045.9110,492.93197
23283,994.43994,467.72088
23284,1044.3225,459.22534
23285,1048.2200,473.2612
23286,1059.6420,484.11358
23287,293.41854,438.76864
23288,894.04895,467.98385
23289,1033.2620,469.28521
23290,1030.0660,477.36569
23291,934.24810,451.60607
23292,469.28015,529.79327
23293,934.86309,443.76904
23294,856.44763,437.04901
23295,455.88385,511.02288
23296,874.89892,454.99765
23297,799.04602,441.00851
23298,422.30264,478.25854
23299,410.85424,513.25158
23300,1017.2270,450.7323
23301,1063.6724,482.18804
23302,944.66949,450.92852
23303,1038.8808,480.02841
23304,932.02832,433.44531
23305,919.90637,447.17926
23306,936.26586,453.75781
23307,822.45105,472.55517
23308,441.60815,539.42071
23309,1041.5944,466.18942
23310,886.74859,394.10839
23311,1058.6441,491.25228
23312,460.62582,514.48626
23313,1040.9569,445.93795
23314,1045.5399,488.41110
23315,951.74774,436.11151
23316,706.26525,470.69409
23317,427.43585,518.61053
23318,915.52154,449.12112
23319,930.18524,470.93243
23320,521.48614,515.95330
23321,1047.2375,462.27908
23322,927.76220,459.10369
23323,1036.9600,493.04486
23324,357.64227,531.30651
23325,1052.3282,471.54043
23326,1022.8288,472.93899
23327,452.36813,520.96698
23328,934.22149,454.22171
23329,887.77142,471.84805
23330,864.81024,460.39794
23331,1057.8898,472.21191
23332,375.45581,536.93896
23333,860.06060,449.47561
23334,902.45880,444.01147
23335,783.28466,472.67874
23336,1041.3785,486.46978
23337,915.48150,430.56069
23338,706.56567,463.00573
23339,452.96661,519.82434
23340,929.23413,469.50643
23341,496.30596,503.47900
23342,472.41049,517.70220
23343,1011.6595,479.83590
23344,1035.4539,481.14907
23345,1050.1857,464.22628
23346,1039.1958,474.90191
23347,392.79797,544.58099
23348,910.82452,446.47259
23349,262.99231,529.77533
23350,1019.0094,477.58789
23351,960.69940,450.15228
23352,963.29846,446.30120
23353,427.60073,523.31860
23354,406.47503,471.44226
23355,924.19635,444.72354
23356,899.06396,481.13015
23357,430.18652,489.63037
23358,899.77026,446.07894
23359,687.54815,464.33578
23360,889.35626,442.12933
23361,364.12277,544.39654
23362,1041.1777,469.16464
23363,443.93801,542.12896
23364,902.11883,457.37506
23365,936.84265,435.14584
23366,767.50091,480.59216
23367,954.35900,449.48391
23368,918.45568,447.39953
23369,1026.0933,480.99536
23370,910.11975,451.20428
23371,294.87747,445.23278
23372,935.79675,454.85510
23373,938.02899,446.38546
23374,428.89288,509.62857
23375,1043.1115,474.32543
23376,1033.4055,490.80557
23377,1071.8155,478.14044
23378,1047.3437,489.98931
23379,527.1297,515.23065
23380,903.54052,416.09741
23381,463.20498,507.77603
23382,409.66049,536.09124
23383,399.27795,535.01037
23384,504.07656,504.97345
23385,903.01855,449.85855
23386,484.22164,529.97943
23387,937.67315,444.50839
23388,1048.3576,477.69397
23389,437.89462,525.98584
23390,216.10849,445.29870
23391,1027.3945,464.32574
23392,1042.1750,468.31481
23393,1007.5018,475.50692
23394,1055.2646,459.31381
23395,867.34777,439.18432
23396,967.52398,448.05905
23397,810.92028,472.22918
23398,418.53680,518.50396
23399,894.16357,454.03945
23400,1026.922,481.24551
23401,405.20623,543.48577
23402,434.42330,533.11328
23403,529.45080,524.58911
23404,701.42175,441.90658
23405,1050.8454,466.30001
23406,514.36022,516.06518
23407,863.95849,447.26974
23408,883.31921,449.20446
23409,928.89453,434.89608
23410,878.24646,460.39999
23411,895.02209,457.18032
23412,453.75607,519.03631
23413,537.11090,507.03457
23414,858.66052,452.64486
23415,1041.6960,458.48382
23416,443.81692,526.42334
23417,455.34545,537.97778
23418,479.18219,510.76110
23419,639.13970,460.41067
23420,487.20681,512.95623
23421,476.85122,528.71856
23422,933.24383,453.58068
23423,1032.4971,482.16827
23424,1047.4926,478.54385
23425,352.43454,555.15496
23426,876.92779,465.75042
23427,933.55175,450.54028
23428,492.95486,514.59661
23429,1014.6164,482.30722
23430,439.04025,509.30072
23431,943.52929,444.81897
23432,924.53894,465.69082
23433,885.97784,455.14303
23434,910.18859,449.71066
23435,1040.3359,489.67446
23436,385.41381,533.94946
23437,1034.1024,477.94482
23438,1050.7075,472.31402
23439,470.01742,428.68969
23440,1053.9162,489.77331
23441,471.90881,527.71472
23442,1059.2537,487.20053
23443,900.27563,453.56143
23444,446.93600,525.69641
23445,945.21484,441.82504
23446,480.09271,517.52343
23447,1061.1583,476.71768
23448,453.97073,549.00994
23449,822.41796,446.43606
23450,906.99353,434.82650
23451,904.02508,451.62823
23452,937.24487,434.76266
23453,930.77154,439.78369
23454,912.93408,466.59649
23455,1069.7666,477.66635
23456,414.19177,528.07922
23457,1032.3690,470.05352
23458,914.50207,444.87820
23459,866.95324,450.01278
23460,525.45886,514.37316
23461,933.07934,434.00845
23462,924.45214,443.45892
23463,1039.1516,468.13678
23464,391.82977,523.88989
23465,445.49621,518.03784
23466,448.68414,517.08007
23467,382.86264,523.49774
23468,1036.2039,498.51315
23469,385.08105,552.37377
23470,911.13708,445.50399
23471,903.58197,467.53402
23472,453.76327,537.06475
23473,397.82467,530.22735
23474,457.07617,510.27978
23475,888.88122,448.14117
23476,488.38577,519.63415
23477,449.58166,518.46398
23478,489.40795,515.64648
23479,435.44293,520.33825
23480,935.10192,458.94815
23481,952.28454,423.23333
23482,950.79534,455.72265
23483,919.50097,447.26367
23484,1054.0734,494.11309
23485,416.60687,517.19012
23486,358.55459,547.26232
23487,520.97937,512.10376
23488,445.91070,521.23754
23489,308.25888,459.85006
23490,924.85717,431.36724
23491,1045.1585,479.44094
23492,456.84320,520.67248
23493,1034.4852,479.58993
23494,426.63845,513.76336
23495,1036.1379,487.87185
23496,1051.5335,492.60757
23497,1055.6601,459.13726
23498,833.45666,466.01107
23499,548.37585,526.72674
23500,483.62127,512.52935
23501,1047.8706,483.20187
23502,939.43560,444.09530
23503,466.02511,513.37597
23504,1054.1782,473.20788
23505,460.72970,539.65374
23506,1035.2592,463.80285
23507,398.24246,525.37518
23508,1026.7063,474.98855
23509,455.01184,528.60485
23510,441.25848,541.29864
23511,474.79806,519.64086
23512,960.67138,450.86239
23513,447.08602,532.94866
23514,1049.1572,485.26110
23515,905.88159,433.40103
23516,911.63012,442.71148
23517,894.25598,472.77090
23518,984.72943,571.24365
23519,905.91809,456.26501
23520,1051.8703,490.90872
23521,445.08786,516.52935
23522,930.71881,451.17511
23523,470.12103,522.65075
23524,921.65564,461.67324
23525,1045.4931,478.79650
23526,1046.8797,479.81704
23527,1032.7525,492.73333
23528,941.47058,428.69101
23529,830.24755,454.89062
23530,934.61651,444.71664
23531,487.19265,514.19158
23532,427.53765,532.66003
23533,955.45251,440.65618
23534,1034.9116,491.77807
23535,412.57205,525.35272
23536,474.90887,523.10864
23537,944.57354,439.03372
23538,494.13308,523.22528
23539,1044.7623,462.78936
23540,925.31939,433.12542
23541,1001.7455,495.98400
23542,935.53894,454.42114
23543,1061.6818,487.06005
23544,1015.7615,489.16861
23545,879.15661,444.43209
23546,465.05859,523.70483
23547,485.89254,521.46044
23548,880.94281,450.59198
23549,1020.8849,479.23696
23550,922.41717,430.04556
23551,736.38861,418.82434
23552,1049.0762,462.25427
23553,420.67453,513.86206
23554,997.13305,495.09314
23555,806.33953,374.47186
23556,1017.4058,457.88540
23557,419.98996,525.72143
23558,449.94036,519.36755
23559,433.79083,511.91180
23560,480.85257,516.27911
23561,440.57278,511.8909
23562,1015.6521,472.92062
23563,886.84295,456.02920
23564,418.77475,538.02179
23565,939.67425,432.73571
23566,1041.1814,474.87359
23567,939.79571,451.65289
23568,896.11120,469.06970
23569,419.80032,508.67565
23570,962.75463,451.39572
23571,378.00738,554.08709
23572,440.73770,528.20379
23573,1054.8754,478.52108
23574,353.62164,553.35583
23575,948.19390,435.40161
23576,910.32775,437.73345
23577,869.02002,448.19302
23578,880.08630,450.41082
23579,998.94689,479.91104
23580,414.61206,525.79382
23581,955.82092,447.30365
23582,419.61392,522.78253
23583,1042.8630,483.75686
23584,919.41406,443.19101
23585,537.52191,498.24798
23586,894.49255,458.99957
23587,906.07189,448.85678
23588,1034.4779,477.13085
23589,1051.1804,471.34414
23590,1018.9357,494.24780
23591,499.53076,531.72509
23592,947.27398,455.05697
23593,679.02044,443.06225
23594,392.48764,523.09527
23595,1056.8332,474.11355
23596,912.93048,444.80715
23597,947.34491,443.33551
23598,906.93652,442.71142
23599,1062.7834,482.40496
23600,898.65026,455.05148
23601,950.34045,451.69763
23602,422.77972,523.74450
23603,405.55361,548.68933
23604,1032.5308,475.27121
23605,1040.7889,468.67623
23606,1041.1684,482.11792
23607,902.38397,452.21163
23608,1037.2352,481.89538
23609,1031.1696,480.08374
23610,1012.6313,500.83349
23611,896.73510,454.75143
23612,516.13604,491.72384
23613,395.01455,516.09942
23614,921.57074,466.98684
23615,482.87548,517.16601
23616,401.31167,517.24450
23617,894.08734,458.20910
23618,1053,487.84234
23619,1008.7052,467.52423
23620,913.19195,441.34173
23621,479.38967,520.62805
23622,889.90948,441.60653
23623,911.79748,460.23584
23624,892.84631,402.70217
23625,928.69409,443.76446
23626,1061.5422,466.51541
23627,1068.3369,485.92556
23628,1040.1187,484.86843
23629,415.94332,523.69061
23630,808.57788,477.35864
23631,226.95607,472.93304
23632,334.47222,544.54876
23633,363.05844,546.38159
23634,862.4198,472.94570
23635,858.54205,461.16409
23636,922.69348,451.66793
23637,268.7164,513.73425
23638,409.96102,520.28418
23639,902.93463,430.43783
23640,438.13284,515.13806
23641,856.74762,419.09396
23642,412.83520,542.91790
23643,444.80761,522.92999
23644,831.14068,477.17129
23645,923.41375,454.89346
23646,948.01171,438.44720
23647,907.37786,442.52798
23648,916.22772,459.04425
23649,435.09588,515.81543
23650,1055.2132,471.12036
23651,1029.0333,464.45764
23652,445.88113,513.57739
23653,416.57971,547.59179
23654,1065.4456,471.42511
23655,478.09472,526.11114
23656,946.64386,453.70150
23657,486.42874,525.28643
23658,265.15512,506.556
23659,950.72271,450.39086
23660,472.67474,497.81872
23661,426.53192,524.15362
23662,435.23153,521.65942
23663,922.34838,444.33648
23664,1054.5905,484.41140
23665,439.59881,520.95874
23666,935.42407,447.08587
23667,1054.2357,464.02627
23668,361.95346,538.75079
23669,485.36450,491.10321
23670,1035.2132,492.66735
23671,377.01467,502.31826
23672,476.62271,540.65856
23673,1005.1007,503.95999
23674,917.16314,458.40179
23675,929.02929,446.89181
23676,1018.3814,472.80514
23677,920.36022,437.84658
23678,896.92034,460.30261
23679,1040.8172,493.24627
23680,366.56970,530.05645
23681,425.02786,517.14788
23682,471.81558,514.57220
23683,1052.2943,469.22619
23684,450.52349,521.38476
23685,891.43786,442.9263
23686,956.32971,442.41149
23687,522.84820,509.97140
23688,580.72491,483.41729
23689,1030.2165,480.30831
23690,1038.724,467.97714
23691,1035.7681,471.85293
23692,340.72592,546.98345
23693,1052.7285,481.63931
23694,1044.1877,468.25610
23695,449.91568,529.87811
23696,915.14721,456.11764
23697,1052.4834,475.81774
23698,406.92361,518.72454
23699,517.02410,506.38928
23700,1051.3780,468.38348
23701,402.69622,536.17590
23702,962.15905,438.53198
23703,937.18695,433.46020
23704,951.64581,427.38110
23705,1049.6170,469.95648
23706,843.94824,540.46728
23707,408.18441,537.13519
23708,1035.0571,472.21472
23709,461.89657,510.54599
23710,411.92157,529.87005
23711,1058.4458,456.74206
23712,495.76730,508.57189
23713,951.46807,441.64950
23714,930.97589,431.10473
23715,1041.3582,472.29284
23716,358.58984,528.71637
23717,539.41973,533.86962
23718,1044.4934,490.51394
23719,914.81384,455.74139
23720,776.7276,461.60827
23721,883.1427,454.47882
23722,832.55432,480.42272
23723,899.39453,439.64260
23724,969.38726,424.15774
23725,936.30987,432.71685
23726,1019.5927,480.37054
23727,1038.4835,490.08230
23728,429.75857,526.44232
23729,943.48510,449.85891
23730,1038.7827,485.98458
23731,451.55123,434.59127
23732,1069.0725,471.13528
23733,502.68939,518.86651
23734,1037.5161,453.29782
23735,399.27694,544.14190
23736,470.90988,523.41308
23737,433.10968,519.64434
23738,483.66470,527.26245
23739,997.12353,469.25418
23740,922.68005,445.92800
23741,216.30865,442.96444
23742,1047.7353,466.49905
23743,923.97918,444.39428
23744,474.13653,492.94583
23745,1033.8216,478.56280
23746,892.22814,445.97882
23747,894.37829,467.47122
23748,415.72940,541.68426
23749,392.45449,536.35693
23750,908.74963,440.07464
23751,1037.0461,477.37747
23752,920.34289,446.83291
23753,889.78582,443.98425
23754,1049.5866,466.94628
23755,936.01184,445.62484
23756,453.86660,535.39563
23757,1071.2357,469.99493
23758,480.40725,519.92968
23759,1039.3286,465.77056
23760,917.94445,448.33630
23761,927.54876,450.91317
23762,933.97662,447.07092
23763,919.47204,423.58514
23764,431.12228,523.80139
23765,212.54216,514.10522
23766,455.92913,520.88287
23767,945.09326,431.17495
23768,904.27819,457.66540
23769,1047.6319,475.97671
23770,1040.3306,474.20919
23771,256.77542,547.30676
23772,943.74755,441.80114
23773,420.92327,544.33630
23774,894.48553,461.64807
23775,1055.5338,477.83236
23776,430.02035,534.68957
23777,1017.9210,479.79238
23778,1035.4711,473.20318
23779,493.25869,505.78192
23780,387.63302,534.66827
23781,1059.9008,471.80947
23782,1022.6999,459.12405
23783,1035.5419,474.66186
23784,927.97235,449.62631
23785,1038.5098,487.53356
23786,481.72274,512.23834
23787,892.75921,443.22204
23788,949.73431,456.1026
23789,481.23706,529.33416
23790,1046.6606,450.57980
23791,852.82263,461.71398
23792,1047.8061,490.61615
23793,932.36206,457.45861
23794,1071.7860,476.94204
23795,1024.9510,478.87762
23796,889.18450,461.14828
23797,441.28610,515.82177
23798,902.76934,435.20571
23799,928.96466,459.80963
23800,728.67681,483.52499
23801,945.70318,432.42312
23802,876.77294,455.66491
23803,457.17059,518.32977
23804,943.92865,435.84628
23805,907.90033,446.76446
23806,1026.1385,478.01153
23807,982.29187,447.60763
23808,954.59533,438.65924
23809,506.30419,513.98877
23810,320.63699,563.80944
23811,674.82580,443.5065
23812,1035.3631,479.08068
23813,212.50627,466.43713
23814,926.19665,458.89038
23815,443.81109,534.60760
23816,1015.3982,460.20755
23817,468.25067,524.82074
23818,1066.521,468.37490
23819,930.26318,450.87881
23820,864.99902,465.08395
23821,875.75952,456.04989
23822,816.49322,457.27673
23823,1040.2733,460.25485
23824,513.02972,528.43444
23825,439.52771,518.95886
23826,1050.7828,469.33429
23827,1018.1024,464.16861
23828,886.26074,463.61273
23829,1036.4683,463.56378
23830,873.39709,442.98544
23831,917.64190,446.79135
23832,1041.0821,462.05020
23833,475.22680,526.06469
23834,758.85424,424.72216
23835,1026.5739,464.90039
23836,452.89108,522.86059
23837,391.73336,533.10388
23838,681.18939,504.05517
23839,438.95629,526.32080
23840,1028.5540,465.65322
23841,1013.8566,479.03219
23842,430.35119,522.9245
23843,885.02758,443.24774
23844,400.97811,549.24475
23845,916.56018,471.03436
23846,653.23785,431.01141
23847,1045.4993,454.12832
23848,1046.5997,470.57025
23849,847.96783,443.57168
23850,457.92556,491.46569
23851,960.93206,451.44967
23852,921.54223,460.27511
23853,467.26959,527.44885
23854,1041.6897,480.70629
23855,463.22085,526.41705
23856,516.01928,504.48440
23857,875.47937,459.12243
23858,530.75335,488.64303
23859,868.11468,461.16430
23860,776.28729,476.05517
23861,1042.6618,467.28839
23862,420.64233,531.79290
23863,868.96264,466.36181
23864,394.39837,531.60534
23865,1014.1269,484.05560
23866,1051.5065,479.76791
23867,1042.9881,470.46737
23868,469.03744,506.45489
23869,1066.1532,468.29016
23870,446.25729,520.75885
23871,1043.4638,477.65301
23872,863.19506,460.46136
23873,325.72851,544.55706
23874,460.36334,519.75262
23875,512.44299,523.27258
23876,888.47674,448.94131
23877,1039.9849,469.65951
23878,429.67007,524.30627
23879,953.02410,422.25897
23880,885.75018,381.93612
23881,1030.0241,470.50302
23882,948.21685,440.52484
23883,417.34777,517.86761
23884,929.80188,451.71353
23885,548.67059,444.54492
23886,451.73651,513.19696
23887,935.69335,440.34225
23888,448.36785,517.20764
23889,918.52807,432.75866
23890,444.15255,518.07531
23891,888.98907,433.03955
23892,461.43835,519.48809
23893,441.77539,508.32528
23894,899.17327,446.95413
23895,1039.5214,485.80636
23896,918.04437,448.95391
23897,888.47399,458.58371
23898,365.67456,434.22363
23899,1038.6103,442.56500
23900,1051.4079,456.25833
23901,1048.6796,485.27310
23902,959.73968,416.44610
23903,922.01690,436.80654
23904,451.30340,533.57598
23905,878.55639,429.63818
23906,527.10272,505.21044
23907,1041.8958,470.79623
23908,1039.7474,463.42666
23909,1031.7039,475.09201
23910,913.42425,449.35507
23911,1029.6790,484.11990
23912,890.38616,461.73510
23913,917.84936,450.21014
23914,423.62823,549.64917
23915,1027.7813,486.40908
23916,381.03750,545.92572
23917,1052.0024,488.30722
23918,1043.9870,485.32870
23919,903.33032,455.69857
23920,897.42761,441.70654
23921,427.61236,544.21545
23922,945.35339,436.61071
23923,491.16378,521.83123
23924,316.93432,563.21826
23925,466.91430,510.85095
23926,1043.5031,465.80090
23927,888.98077,453.07009
23928,963.99145,464.68637
23929,467.45898,499.13449
23930,1048.4992,470.46157
23931,906.81671,439.77606
23932,499.01757,506.43298
23933,373.01397,543.33984
23934,1001.6917,472.17569
23935,901.47540,420.70129
23936,395.03903,528.08306
23937,492.55139,510.50939
23938,1032.8801,482.98226
23939,1067.0625,469.12722
23940,432.11209,522.33313
23941,397.12390,528.87048
23942,924.82910,425.66308
23943,923.66473,445.52572
23944,930.25970,440.62097
23945,456.23175,509.26834
23946,946.11596,430.12231
23947,764.72918,436.23751
23948,512.50885,493.46994
23949,426.47573,532.91387
23950,1056.0214,477.58313
23951,435.97406,516.34399
23952,430.94769,530.22570
23953,1057.0225,488.92733
23954,410.27880,544.81097
23955,356.46048,531.59289
23956,1006.7147,460.34661
23957,455.26022,516.00183
23958,431.83071,513.72863
23959,1023.8673,489.87417
23960,481.30355,506.47808
23961,1034.6632,482.93447
23962,901.83398,435.49996
23963,948.04534,434.76614
23964,1016.2199,498.33194
23965,893.67022,445.13595
23966,428.79824,518.27722
23967,944.81115,442.58963
23968,516.42846,517.65362
23969,409.08419,518.22436
23970,458.85488,533.63098
23971,958.40832,457.65152
23972,426.26214,527.80950
23973,271.67898,519.12536
23974,943.43707,440.83413
23975,899.56152,436.96005
23976,1026.6558,480.10113
23977,911.91748,459.42187
23978,1016.0741,475.64840
23979,941.32727,440.41943
23980,1005.3172,478.28927
23981,874.65380,453.18994
23982,1036.3172,494.46731
23983,475.35177,520.35296
23984,896.91687,458.49359
23985,1032.7934,492.66723
23986,881.63525,457.48825
23987,1005.8988,487.88766
23988,1063.9014,463.06778
23989,952.37823,449.04849
23990,934.99328,443.89453
23991,910.04583,467.14483
23992,1031.6693,480.36026
23993,1056.2017,469.41882
23994,400.55682,554.01513
23995,1052.646,474.69503
23996,433.24429,531.90966
23997,336.73333,541.85992
23998,831.09686,472.43429
23999,505.79025,507.70800
24000,912.61236,449.22448
24001,1045.0537,460.97525
24002,902.04376,460.35119
24003,1039.5506,477.14715
24004,452.79541,505.86227
24005,893.13330,452.92578
24006,1054.1845,475.87545
24007,1048.5086,479.29730
24008,404.11557,536.24462
24009,921.57336,435.99560
24010,1051.9608,475.54550
24011,929.63836,435.68701
24012,944.56341,438.56060
24013,1021.2935,507.47885
24014,1059.6678,473.10055
24015,909.93365,450.61642
24016,923.11090,493.08902
24017,510.73474,466.66333
24018,1069.9613,467.32366
24019,462.49621,528.55810
24020,1058.3475,462.01141
24021,489.82428,535.72595
24022,1041.4686,475.76794
24023,963.14935,441.92312
24024,468.88964,519.27069
24025,892.31903,475.10968
24026,909.81933,465.05645
24027,475.42651,518.81958
24028,507.85900,522.87158
24029,221.96971,477.52679
24030,850.04077,461.92239
24031,408.58328,548.49719
24032,467.54241,524.59985
24033,886.31628,454.13772
24034,1042.2147,455.67712
24035,403.36123,532.62017
24036,913.46600,442.73797
24037,491.08456,514.59722
24038,528.90454,520.83392
24039,475.94058,513.75341
24040,425.64480,514.36523
24041,1052.7573,455.43890
24042,802.09881,415.0047
24043,882.64373,471.41610
24044,843.18389,452.68682
24045,484.37655,526.83996
24046,873.87359,442.87789
24047,452.78558,500.77127
24048,445.95431,535.91888
24049,931.98486,439.64581
24050,949.08996,444.59561
24051,906.51556,451.14456
24052,488.29434,512.97277
24053,1050.6026,467.47778
24054,1032.4025,460.40203
24055,877.15771,460.34082
24056,1019.1890,470.93414
24057,454.67282,512.81835
24058,594.49780,455.76641
24059,419.72671,536.95416
24060,472.94067,522.72906
24061,1048.0499,458.81256
24062,844.30413,489.36987
24063,406.18554,550.69293
24064,1047.9478,475.45263
24065,435.09393,527.03173
24066,601.01825,468.42712
24067,430.13729,524.12524
24068,1030.1342,499.39547
24069,443.31210,543.51489
24070,352.10232,529.52838
24071,1009.0824,472.57449
24072,1048.2126,483.34234
24073,439.87731,518.30151
24074,871.23828,468.58215
24075,335.56549,557.93573
24076,925.25994,451.36621
24077,439.52218,527.58685
24078,951.3078,496.19049
24079,342.11282,554.68090
24080,886.24420,445.33453
24081,1024.4932,498.65914
24082,440.06945,534.54351
24083,457.69946,509.37661
24084,1045.7054,461.37698
24085,426.47766,544.84179
24086,781.78161,455.96887
24087,919.11761,476.31878
24088,919.77807,451.29867
24089,951.24707,449.03421
24090,1051.2923,465.98877
24091,411.33291,523.82568
24092,398.97934,542.44134
24093,463.54415,527.91937
24094,1022.6716,467.43808
24095,314.46279,440.99234
24096,430.95687,529.39062
24097,1043.2784,478.27944
24098,892.73779,448.48910
24099,486.84945,524.18194
24100,918.36962,458.01251
24101,904.21795,471.92727
24102,957.67266,448.10156
24103,734.86920,473.12417
24104,376.81127,530.01550
24105,428.54699,521.60272
24106,514.24798,511.33880
24107,881.41912,441.77899
24108,930.61889,443.40890
24109,1043.7297,451.00979
24110,891.92010,462.58673
24111,510.22647,523.72320
24112,354.13037,546.67205
24113,919.08483,434.92749
24114,426.22494,539.38031
24115,928.06500,457.59539
24116,465.26687,521.49609
24117,358.11050,536.56439
24118,1032.0870,458.89334
24119,403.10696,534.90850
24120,371.00717,535.58789
24121,394.44805,544.87585
24122,903.64215,436.55291
24123,903.99871,435.70208
24124,677.45025,484.78778
24125,1056.7105,478.64523
24126,1030.0212,476.76760
24127,454.95068,531.32226
24128,456.18603,513.15655
24129,903.44226,438.60400
24130,951.79840,457.40991
24131,400.74169,526.75720
24132,937.42834,434.00967
24133,1054.7288,473.83657
24134,924.95617,436.86019
24135,304.87146,480.98385
24136,458.99362,502.84216
24137,911.15466,452.19473
24138,447.52331,514.72393
24139,434.88205,527.23516
24140,1035.1626,480.49792
24141,491.02023,519.21038
24142,933.93286,451.24469
24143,377.72659,540.47558
24144,1043.2374,492.28140
24145,1045.7174,483.39416
24146,379.97354,539.12316
24147,960.47607,446.88909
24148,333.25875,481.93603
24149,482.87622,491.37231
24150,1064.4735,464.47210
24151,486.86743,496.99258
24152,943.44592,433.46264
24153,1061.3256,470.82034
24154,475.16790,515.91406
24155,993.54003,470.31686
24156,608.49646,549.61743
24157,903.34948,449.17144
24158,546.90753,495.86639
24159,398.15765,534.28930
24160,921.42211,442.17285
24161,1061.8111,467.75778
24162,440.41699,519.84240
24163,1012.1566,470.61248
24164,1014.8237,482.65219
24165,877.85748,461.23361
24166,359.78567,546.99816
24167,352.77185,553.09869
24168,477.77597,530.05102
24169,901.13543,437.58889
24170,696.14978,460.52822
24171,521.90979,498.36795
24172,459.24865,523.50164
24173,1019.3322,453.68466
24174,934.66845,428.84613
24175,838.32739,481.04025
24176,476.88742,502.04925
24177,462.95471,521.59271
24178,924.36468,445.96292
24179,322.80642,551.48815
24180,1041.7039,473.29589
24181,916.74487,443.42337
24182,1048.8209,475.04238
24183,504.77145,470.68704
24184,1046.0289,479.83224
24185,493.27133,524.13311
24186,944.01977,464.03082
24187,316.05630,477.71298
24188,929.91107,442.71743
24189,960.39892,446.30691
24190,425.53595,505.36157
24191,919.07971,427.66476
24192,1075.6821,470.27533
24193,446.05313,534.19372
24194,880.63446,467.43930
24195,931.99438,442.65457
24196,467.52734,524.64605
24197,913.90911,465.19204
24198,1030.3983,458.46926
24199,922.27563,462.01046
24200,1059.3122,471.69595
24201,477.50488,534.66284
24202,922.43231,427.31036
24203,1028.3068,488.80706
24204,1046.8970,486.10546
24205,914.15429,455.82080
24206,1046.9245,476.74227
24207,401.82412,541.19537
24208,914.95483,433.69751
24209,500.02236,518.40258
24210,932.73724,446.94265
24211,890.51239,463.93008
24212,1031.8352,476.93457
24213,1067.5913,476.66122
24214,502.36737,510.97991
24215,1062.0727,484.96102
24216,424.22259,541.47503
24217,521.22686,490.31433
24218,895.55505,423.84472
24219,888.39581,449.93301
24220,876.91760,446.73223
24221,885.51458,440.18054
24222,444.32040,526.71264
24223,451.46267,527.70983
24224,868.69165,455.84063
24225,376.04229,547.08557
24226,460.4534,502.78064
24227,1022.5595,470.47363
24228,540.78814,496.76840
24229,464.77679,508.83236
24230,1056.7342,480.52926
24231,717.23382,475.47500
24232,1038.6976,470.83041
24233,943.88519,434.23504
24234,511.73535,519.11590
24235,1060.1328,488.32876
24236,948.75628,434.44345
24237,941.53845,454.05722
24238,1005.2416,467.78039
24239,1034.1329,467.96698
24240,780.11407,463.21267
24241,1054.1612,472.40423
24242,920.32214,443.16589
24243,436.98086,527.16803
24244,434.88357,531.76141
24245,935.33764,441.42083
24246,1031.2452,471.52374
24247,434.99639,535.11749
24248,911.14904,442.36721
24249,913.88299,443.92108
24250,887.00268,466.94332
24251,422.52832,526.92370
24252,465.8862,523.68090
24253,906.42340,439.50732
24254,414.34738,545.11816
24255,1036.9600,471.26214
24256,503.89999,507.42730
24257,445.88412,524.90002
24258,442.67996,515.05609
24259,924.11291,439.03512
24260,493.11502,484.94378
24261,1041.7965,484.93994
24262,851.43756,369.37652
24263,1039.6629,470.18356
24264,879.63928,457.71008
24265,1026.9995,472.38198
24266,909.51055,432.02200
24267,509.35296,514.96020
24268,465.91708,511.12008
24269,934.92315,460.47351
24270,464.04266,514.61944
24271,934.10583,436.75726
24272,570.28863,499.12985
24273,892.1203,436.80099
24274,902.54248,441.91162
24275,916.82141,445.76278
24276,907.86804,456.15087
24277,941.18359,456.35028
24278,906.15911,433.66113
24279,925.13653,415.41543
24280,949.28326,438.76931
24281,425.05990,537.42437
24282,490.41577,510.55188
24283,1013.0108,471.29736
24284,416.33047,550.08654
24285,1037.0983,492.45553
24286,437.06866,513.20367
24287,425.46557,517.16119
24288,911.25683,455.06924
